Row Labels,Sum of Id,Sum of MSSubClass,Sum of OverallQual,Sum of 1stFlrSF,Sum of FullBath,Sum of SalePrice,Sum of MoSold
TA,1477,190,15,3469,4,350000,26
0,18,90,4,1296,2,90000,10
NA,18,90,4,1296,2,90000,10
NA,18,90,4,1296,2,90000,10
NA,18,90,4,1296,2,90000,10
TA,18,90,4,1296,2,90000,10
Typ,18,90,4,1296,2,90000,10
NA,18,90,4,1296,2,90000,10
CarPort,18,90,4,1296,2,90000,10
TA,18,90,4,1296,2,90000,10
WD,18,90,4,1296,2,90000,10
Normal,18,90,4,1296,2,90000,10
120,1071,20,5,1048,1,135000,6
BLQ,1071,20,5,1048,1,135000,6
TA,1071,20,5,1048,1,135000,6
TA,1071,20,5,1048,1,135000,6
TA,1071,20,5,1048,1,135000,6
Typ,1071,20,5,1048,1,135000,6
NA,1071,20,5,1048,1,135000,6
Attchd,1071,20,5,1048,1,135000,6
TA,1071,20,5,1048,1,135000,6
WD,1071,20,5,1048,1,135000,6
Normal,1071,20,5,1048,1,135000,6
255,388,80,6,1125,1,125000,10
ALQ,388,80,6,1125,1,125000,10
TA,388,80,6,1125,1,125000,10
TA,388,80,6,1125,1,125000,10
Ex,388,80,6,1125,1,125000,10
Typ,388,80,6,1125,1,125000,10
Fa,388,80,6,1125,1,125000,10
Detchd,388,80,6,1125,1,125000,10
TA,388,80,6,1125,1,125000,10
WD,388,80,6,1125,1,125000,10
Abnorml,388,80,6,1125,1,125000,10
VinylSd,249,60,7,840,2,180000,9
TA,249,60,7,840,2,180000,9
101,249,60,7,840,2,180000,9
Unf,249,60,7,840,2,180000,9
TA,249,60,7,840,2,180000,9
Gd,249,60,7,840,2,180000,9
Ex,249,60,7,840,2,180000,9
Typ,249,60,7,840,2,180000,9
NA,249,60,7,840,2,180000,9
Attchd,249,60,7,840,2,180000,9
TA,249,60,7,840,2,180000,9
WD,249,60,7,840,2,180000,9
Normal,249,60,7,840,2,180000,9
Wd Sdng,425,20,6,1196,1,139000,5
TA,425,20,6,1196,1,139000,5
74,425,20,6,1196,1,139000,5
LwQ,425,20,6,1196,1,139000,5
TA,425,20,6,1196,1,139000,5
Gd,425,20,6,1196,1,139000,5
Gd,425,20,6,1196,1,139000,5
Typ,425,20,6,1196,1,139000,5
Gd,425,20,6,1196,1,139000,5
Attchd,425,20,6,1196,1,139000,5
TA,425,20,6,1196,1,139000,5
WD,425,20,6,1196,1,139000,5
Normal,425,20,6,1196,1,139000,5
73,13767,665,115,21919,29,3236400,109
RL,13767,665,115,21919,29,3236400,109
Corner,2291,120,18,3651,4,444900,23
AllPub,2291,120,18,3651,4,444900,23
IR1,1845,100,12,1962,3,317400,12
VinylSd,732,80,7,1146,2,187500,5
TA,732,80,7,1146,2,187500,5
442,732,80,7,1146,2,187500,5
GLQ,732,80,7,1146,2,187500,5
TA,732,80,7,1146,2,187500,5
Ex,732,80,7,1146,2,187500,5
Ex,732,80,7,1146,2,187500,5
Typ,732,80,7,1146,2,187500,5
Gd,732,80,7,1146,2,187500,5
Attchd,732,80,7,1146,2,187500,5
TA,732,80,7,1146,2,187500,5
WD,732,80,7,1146,2,187500,5
Normal,732,80,7,1146,2,187500,5
WdShing,1113,20,5,816,1,129900,7
TA,1113,20,5,816,1,129900,7
0,1113,20,5,816,1,129900,7
GLQ,1113,20,5,816,1,129900,7
TA,1113,20,5,816,1,129900,7
TA,1113,20,5,816,1,129900,7
TA,1113,20,5,816,1,129900,7
Typ,1113,20,5,816,1,129900,7
NA,1113,20,5,816,1,129900,7
Detchd,1113,20,5,816,1,129900,7
TA,1113,20,5,816,1,129900,7
WD,1113,20,5,816,1,129900,7
Normal,1113,20,5,816,1,129900,7
Reg,446,20,6,1689,1,127500,11
Wd Sdng,446,20,6,1689,1,127500,11
TA,446,20,6,1689,1,127500,11
0,446,20,6,1689,1,127500,11
Unf,446,20,6,1689,1,127500,11
TA,446,20,6,1689,1,127500,11
TA,446,20,6,1689,1,127500,11
Fa,446,20,6,1689,1,127500,11
Typ,446,20,6,1689,1,127500,11
Gd,446,20,6,1689,1,127500,11
Attchd,446,20,6,1689,1,127500,11
TA,446,20,6,1689,1,127500,11
COD,446,20,6,1689,1,127500,11
Normal,446,20,6,1689,1,127500,11
CulDSac,272,20,7,1363,1,241500,4
AllPub,272,20,7,1363,1,241500,4
IR1,272,20,7,1363,1,241500,4
Plywood,272,20,7,1363,1,241500,4
TA,272,20,7,1363,1,241500,4
0,272,20,7,1363,1,241500,4
LwQ,272,20,7,1363,1,241500,4
TA,272,20,7,1363,1,241500,4
Gd,272,20,7,1363,1,241500,4
Ex,272,20,7,1363,1,241500,4
Mod,272,20,7,1363,1,241500,4
TA,272,20,7,1363,1,241500,4
Attchd,272,20,7,1363,1,241500,4
TA,272,20,7,1363,1,241500,4
WD,272,20,7,1363,1,241500,4
Normal,272,20,7,1363,1,241500,4
Inside,11204,525,90,16905,24,2550000,82
AllPub,11204,525,90,16905,24,2550000,82
IR1,4122,200,43,7226,12,1150451,42
VinylSd,4122,200,43,7226,12,1150451,42
TA,4122,200,43,7226,12,1150451,42
0,3983,140,35,6222,10,920451,30
GLQ,1347,40,15,2806,4,382134,15
TA,1347,40,15,2806,4,382134,15
Gd,1347,40,15,2806,4,382134,15
Ex,1347,40,15,2806,4,382134,15
Typ,1347,40,15,2806,4,382134,15
NA,1347,40,15,2806,4,382134,15
Attchd,1347,40,15,2806,4,382134,15
TA,1347,40,15,2806,4,382134,15
New,416,20,7,1340,2,181134,8
Partial,416,20,7,1340,2,181134,8
WD,931,20,8,1466,2,201000,7
Normal,931,20,8,1466,2,201000,7
Unf,2636,100,20,3416,6,538317,15
TA,2636,100,20,3416,6,538317,15
Gd,2636,100,20,3416,6,538317,15
Ex,2636,100,20,3416,6,538317,15
Typ,2636,100,20,3416,6,538317,15
Gd,1364,60,6,616,2,156932,3
BuiltIn,1364,60,6,616,2,156932,3
TA,1364,60,6,616,2,156932,3
New,1364,60,6,616,2,156932,3
Partial,1364,60,6,616,2,156932,3
NA,1272,40,14,2800,4,381385,12
Attchd,1272,40,14,2800,4,381385,12
TA,1272,40,14,2800,4,381385,12
New,1272,40,14,2800,4,381385,12
Partial,1272,40,14,2800,4,381385,12
320,139,60,8,1004,2,230000,12
GLQ,139,60,8,1004,2,230000,12
TA,139,60,8,1004,2,230000,12
Gd,139,60,8,1004,2,230000,12
Ex,139,60,8,1004,2,230000,12
Typ,139,60,8,1004,2,230000,12
TA,139,60,8,1004,2,230000,12
Attchd,139,60,8,1004,2,230000,12
TA,139,60,8,1004,2,230000,12
WD,139,60,8,1004,2,230000,12
Normal,139,60,8,1004,2,230000,12
Reg,7082,325,47,9679,12,1399549,40
HdBoard,1184,105,10,1956,2,241750,9
TA,1184,105,10,1956,2,241750,9
0,1086,85,6,996,1,147000,4
GLQ,1086,85,6,996,1,147000,4
TA,1086,85,6,996,1,147000,4
Gd,1086,85,6,996,1,147000,4
Ex,1086,85,6,996,1,147000,4
Typ,1086,85,6,996,1,147000,4
NA,1086,85,6,996,1,147000,4
Attchd,1086,85,6,996,1,147000,4
TA,1086,85,6,996,1,147000,4
WD,1086,85,6,996,1,147000,4
Normal,1086,85,6,996,1,147000,4
48,98,20,4,960,1,94750,5
Rec,98,20,4,960,1,94750,5
TA,98,20,4,960,1,94750,5
TA,98,20,4,960,1,94750,5
TA,98,20,4,960,1,94750,5
Typ,98,20,4,960,1,94750,5
NA,98,20,4,960,1,94750,5
Attchd,98,20,4,960,1,94750,5
TA,98,20,4,960,1,94750,5
WD,98,20,4,960,1,94750,5
Normal,98,20,4,960,1,94750,5
MetalSd,1258,40,11,2458,2,315500,8
TA,1258,40,11,2458,2,315500,8
220,231,20,6,1194,1,148000,4
Unf,231,20,6,1194,1,148000,4
TA,231,20,6,1194,1,148000,4
TA,231,20,6,1194,1,148000,4
TA,231,20,6,1194,1,148000,4
Typ,231,20,6,1194,1,148000,4
NA,231,20,6,1194,1,148000,4
Attchd,231,20,6,1194,1,148000,4
TA,231,20,6,1194,1,148000,4
WD,231,20,6,1194,1,148000,4
Normal,231,20,6,1194,1,148000,4
324,1027,20,5,1264,1,167500,4
Rec,1027,20,5,1264,1,167500,4
TA,1027,20,5,1264,1,167500,4
TA,1027,20,5,1264,1,167500,4
TA,1027,20,5,1264,1,167500,4
Typ,1027,20,5,1264,1,167500,4
Gd,1027,20,5,1264,1,167500,4
Attchd,1027,20,5,1264,1,167500,4
TA,1027,20,5,1264,1,167500,4
WD,1027,20,5,1264,1,167500,4
Normal,1027,20,5,1264,1,167500,4
VinylSd,4640,180,26,5265,8,842299,23
TA,4640,180,26,5265,8,842299,23
0,2319,140,12,2145,4,407299,13
GLQ,939,60,7,1391,2,239799,8
Gd,939,60,7,1391,2,239799,8
Gd,939,60,7,1391,2,239799,8
Ex,939,60,7,1391,2,239799,8
Typ,939,60,7,1391,2,239799,8
NA,939,60,7,1391,2,239799,8
Attchd,939,60,7,1391,2,239799,8
TA,939,60,7,1391,2,239799,8
New,939,60,7,1391,2,239799,8
Partial,939,60,7,1391,2,239799,8
Unf,1380,80,5,754,2,167500,5
TA,1380,80,5,754,2,167500,5
Gd,1380,80,5,754,2,167500,5
Gd,1380,80,5,754,2,167500,5
Typ,1380,80,5,754,2,167500,5
NA,1380,80,5,754,2,167500,5
BuiltIn,1380,80,5,754,2,167500,5
TA,1380,80,5,754,2,167500,5
WD,1380,80,5,754,2,167500,5
Normal,1380,80,5,754,2,167500,5
196,1017,20,7,1504,2,203000,6
GLQ,1017,20,7,1504,2,203000,6
TA,1017,20,7,1504,2,203000,6
Gd,1017,20,7,1504,2,203000,6
Ex,1017,20,7,1504,2,203000,6
Typ,1017,20,7,1504,2,203000,6
TA,1017,20,7,1504,2,203000,6
Attchd,1017,20,7,1504,2,203000,6
TA,1017,20,7,1504,2,203000,6
WD,1017,20,7,1504,2,203000,6
Normal,1017,20,7,1504,2,203000,6
228,1304,20,7,1616,2,232000,4
Unf,1304,20,7,1616,2,232000,4
TA,1304,20,7,1616,2,232000,4
Gd,1304,20,7,1616,2,232000,4
Ex,1304,20,7,1616,2,232000,4
Typ,1304,20,7,1616,2,232000,4
NA,1304,20,7,1616,2,232000,4
Attchd,1304,20,7,1616,2,232000,4
TA,1304,20,7,1616,2,232000,4
WD,1304,20,7,1616,2,232000,4
Normal,1304,20,7,1616,2,232000,4
74,8611,685,92,16141,22,2679400,116
RL,8611,685,92,16141,22,2679400,116
Corner,2065,120,20,3864,5,538000,33
AllPub,2065,120,20,3864,5,538000,33
IR1,73,60,7,885,2,185000,12
VinylSd,73,60,7,885,2,185000,12
TA,73,60,7,885,2,185000,12
40,73,60,7,885,2,185000,12
Unf,73,60,7,885,2,185000,12
TA,73,60,7,885,2,185000,12
Gd,73,60,7,885,2,185000,12
Gd,73,60,7,885,2,185000,12
Typ,73,60,7,885,2,185000,12
TA,73,60,7,885,2,185000,12
Attchd,73,60,7,885,2,185000,12
TA,73,60,7,885,2,185000,12
WD,73,60,7,885,2,185000,12
Normal,73,60,7,885,2,185000,12
Reg,1992,60,13,2979,3,353000,21
BrkComm,1001,20,3,944,1,82000,7
TA,1001,20,3,944,1,82000,7
0,1001,20,3,944,1,82000,7
NA,1001,20,3,944,1,82000,7
NA,1001,20,3,944,1,82000,7
NA,1001,20,3,944,1,82000,7
Fa,1001,20,3,944,1,82000,7
Min1,1001,20,3,944,1,82000,7
NA,1001,20,3,944,1,82000,7
Detchd,1001,20,3,944,1,82000,7
TA,1001,20,3,944,1,82000,7
WD,1001,20,3,944,1,82000,7
Normal,1001,20,3,944,1,82000,7
VinylSd,118,20,5,1125,1,155000,4
TA,118,20,5,1125,1,155000,4
0,118,20,5,1125,1,155000,4
Unf,118,20,5,1125,1,155000,4
TA,118,20,5,1125,1,155000,4
Gd,118,20,5,1125,1,155000,4
Gd,118,20,5,1125,1,155000,4
Typ,118,20,5,1125,1,155000,4
NA,118,20,5,1125,1,155000,4
Attchd,118,20,5,1125,1,155000,4
TA,118,20,5,1125,1,155000,4
New,118,20,5,1125,1,155000,4
Partial,118,20,5,1125,1,155000,4
WdShing,873,20,5,910,1,116000,10
TA,873,20,5,910,1,116000,10
0,873,20,5,910,1,116000,10
Unf,873,20,5,910,1,116000,10
TA,873,20,5,910,1,116000,10
TA,873,20,5,910,1,116000,10
Gd,873,20,5,910,1,116000,10
Typ,873,20,5,910,1,116000,10
NA,873,20,5,910,1,116000,10
Attchd,873,20,5,910,1,116000,10
TA,873,20,5,910,1,116000,10
WD,873,20,5,910,1,116000,10
Normal,873,20,5,910,1,116000,10
Inside,6546,565,72,12277,17,2141400,83
AllPub,6546,565,72,12277,17,2141400,83
IR1,2158,305,24,4144,6,646300,36
HdBoard,1159,175,10,2588,3,279600,18
TA,1159,175,10,2588,3,279600,18
0,588,85,5,860,1,137000,7
ALQ,588,85,5,860,1,137000,7
TA,588,85,5,860,1,137000,7
TA,588,85,5,860,1,137000,7
TA,588,85,5,860,1,137000,7
Typ,588,85,5,860,1,137000,7
NA,588,85,5,860,1,137000,7
Detchd,588,85,5,860,1,137000,7
TA,588,85,5,860,1,137000,7
WD,588,85,5,860,1,137000,7
Normal,588,85,5,860,1,137000,7
108,571,90,5,1728,2,142600,11
LwQ,571,90,5,1728,2,142600,11
TA,571,90,5,1728,2,142600,11
TA,571,90,5,1728,2,142600,11
TA,571,90,5,1728,2,142600,11
Typ,571,90,5,1728,2,142600,11
NA,571,90,5,1728,2,142600,11
Detchd,571,90,5,1728,2,142600,11
TA,571,90,5,1728,2,142600,11
WD,571,90,5,1728,2,142600,11
Normal,571,90,5,1728,2,142600,11
Stucco,464,70,6,849,1,188700,8
TA,464,70,6,849,1,188700,8
0,464,70,6,849,1,188700,8
LwQ,464,70,6,849,1,188700,8
TA,464,70,6,849,1,188700,8
TA,464,70,6,849,1,188700,8
Fa,464,70,6,849,1,188700,8
Typ,464,70,6,849,1,188700,8
Gd,464,70,6,849,1,188700,8
Detchd,464,70,6,849,1,188700,8
TA,464,70,6,849,1,188700,8
WD,464,70,6,849,1,188700,8
Normal,464,70,6,849,1,188700,8
VinylSd,535,60,8,707,2,178000,10
TA,535,60,8,707,2,178000,10
0,535,60,8,707,2,178000,10
Unf,535,60,8,707,2,178000,10
Gd,535,60,8,707,2,178000,10
Ex,535,60,8,707,2,178000,10
Ex,535,60,8,707,2,178000,10
Typ,535,60,8,707,2,178000,10
Gd,535,60,8,707,2,178000,10
Attchd,535,60,8,707,2,178000,10
TA,535,60,8,707,2,178000,10
WD,535,60,8,707,2,178000,10
Normal,535,60,8,707,2,178000,10
Reg,4388,260,48,8133,11,1495100,47
HdBoard,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
203,417,60,6,672,1,149500,3
ALQ,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
Typ,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
Attchd,417,60,6,672,1,149500,3
TA,417,60,6,672,1,149500,3
WD,417,60,6,672,1,149500,3
Normal,417,60,6,672,1,149500,3
MetalSd,1095,20,5,936,1,129000,5
TA,1095,20,5,936,1,129000,5
0,1095,20,5,936,1,129000,5
BLQ,1095,20,5,936,1,129000,5
TA,1095,20,5,936,1,129000,5
TA,1095,20,5,936,1,129000,5
Ex,1095,20,5,936,1,129000,5
Typ,1095,20,5,936,1,129000,5
NA,1095,20,5,936,1,129000,5
Attchd,1095,20,5,936,1,129000,5
TA,1095,20,5,936,1,129000,5
WD,1095,20,5,936,1,129000,5
Normal,1095,20,5,936,1,129000,5
VinylSd,2838,160,32,5228,8,1063600,29
TA,2838,160,32,5228,8,1063600,29
0,1075,20,7,1240,2,194000,5
Unf,1075,20,7,1240,2,194000,5
TA,1075,20,7,1240,2,194000,5
Gd,1075,20,7,1240,2,194000,5
Ex,1075,20,7,1240,2,194000,5
Typ,1075,20,7,1240,2,194000,5
NA,1075,20,7,1240,2,194000,5
Attchd,1075,20,7,1240,2,194000,5
TA,1075,20,7,1240,2,194000,5
WD,1075,20,7,1240,2,194000,5
Normal,1075,20,7,1240,2,194000,5
72,284,20,8,1468,2,244600,12
Unf,284,20,8,1468,2,244600,12
TA,284,20,8,1468,2,244600,12
Gd,284,20,8,1468,2,244600,12
Ex,284,20,8,1468,2,244600,12
Typ,284,20,8,1468,2,244600,12
Gd,284,20,8,1468,2,244600,12
Attchd,284,20,8,1468,2,244600,12
TA,284,20,8,1468,2,244600,12
New,284,20,8,1468,2,244600,12
Partial,284,20,8,1468,2,244600,12
216,878,60,9,1462,2,350000,6
GLQ,878,60,9,1462,2,350000,6
TA,878,60,9,1462,2,350000,6
Ex,878,60,9,1462,2,350000,6
Ex,878,60,9,1462,2,350000,6
Typ,878,60,9,1462,2,350000,6
Gd,878,60,9,1462,2,350000,6
Attchd,878,60,9,1462,2,350000,6
TA,878,60,9,1462,2,350000,6
WD,878,60,9,1462,2,350000,6
Normal,878,60,9,1462,2,350000,6
280,601,60,8,1058,2,275000,6
GLQ,601,60,8,1058,2,275000,6
TA,601,60,8,1058,2,275000,6
Gd,601,60,8,1058,2,275000,6
Ex,601,60,8,1058,2,275000,6
Typ,601,60,8,1058,2,275000,6
Gd,601,60,8,1058,2,275000,6
BuiltIn,601,60,8,1058,2,275000,6
TA,601,60,8,1058,2,275000,6
WD,601,60,8,1058,2,275000,6
Normal,601,60,8,1058,2,275000,6
Wd Sdng,38,20,5,1297,1,153000,10
TA,38,20,5,1297,1,153000,10
650,38,20,5,1297,1,153000,10
Rec,38,20,5,1297,1,153000,10
TA,38,20,5,1297,1,153000,10
TA,38,20,5,1297,1,153000,10
Gd,38,20,5,1297,1,153000,10
Typ,38,20,5,1297,1,153000,10
TA,38,20,5,1297,1,153000,10
Attchd,38,20,5,1297,1,153000,10
TA,38,20,5,1297,1,153000,10
WD,38,20,5,1297,1,153000,10
Normal,38,20,5,1297,1,153000,10
75,37397,2595,339,64242,85,10181344,339
FV,4016,460,68,9505,18,2257412,72
Inside,4016,460,68,9505,18,2257412,72
AllPub,4016,460,68,9505,18,2257412,72
IR1,969,80,14,2050,4,471735,21
VinylSd,969,80,14,2050,4,471735,21
TA,969,80,14,2050,4,471735,21
0,508,20,6,1218,2,208300,9
GLQ,508,20,6,1218,2,208300,9
TA,508,20,6,1218,2,208300,9
Gd,508,20,6,1218,2,208300,9
Ex,508,20,6,1218,2,208300,9
Typ,508,20,6,1218,2,208300,9
NA,508,20,6,1218,2,208300,9
Attchd,508,20,6,1218,2,208300,9
TA,508,20,6,1218,2,208300,9
New,508,20,6,1218,2,208300,9
Partial,508,20,6,1218,2,208300,9
110,461,60,8,832,2,263435,12
GLQ,461,60,8,832,2,263435,12
TA,461,60,8,832,2,263435,12
Gd,461,60,8,832,2,263435,12
Ex,461,60,8,832,2,263435,12
Typ,461,60,8,832,2,263435,12
NA,461,60,8,832,2,263435,12
BuiltIn,461,60,8,832,2,263435,12
TA,461,60,8,832,2,263435,12
New,461,60,8,832,2,263435,12
Partial,461,60,8,832,2,263435,12
Reg,3047,380,54,7455,14,1785677,51
CemntBd,876,60,8,1184,2,303477,8
TA,876,60,8,1184,2,303477,8
0,876,60,8,1184,2,303477,8
GLQ,876,60,8,1184,2,303477,8
TA,876,60,8,1184,2,303477,8
Gd,876,60,8,1184,2,303477,8
Ex,876,60,8,1184,2,303477,8
Typ,876,60,8,1184,2,303477,8
Gd,876,60,8,1184,2,303477,8
BuiltIn,876,60,8,1184,2,303477,8
TA,876,60,8,1184,2,303477,8
New,876,60,8,1184,2,303477,8
Partial,876,60,8,1184,2,303477,8
VinylSd,2171,320,46,6271,12,1482200,43
TA,2171,320,46,6271,12,1482200,43
0,1824,240,30,3652,8,969700,31
GLQ,502,60,7,866,2,226700,2
TA,502,60,7,866,2,226700,2
Gd,502,60,7,866,2,226700,2
Gd,502,60,7,866,2,226700,2
Typ,502,60,7,866,2,226700,2
NA,502,60,7,866,2,226700,2
Attchd,502,60,7,866,2,226700,2
TA,502,60,7,866,2,226700,2
WD,502,60,7,866,2,226700,2
Normal,502,60,7,866,2,226700,2
Unf,1322,180,23,2786,6,743000,29
TA,1322,180,23,2786,6,743000,29
Gd,1322,180,23,2786,6,743000,29
Ex,1322,180,23,2786,6,743000,29
Typ,1322,180,23,2786,6,743000,29
Gd,868,120,15,2000,4,533000,23
Attchd,318,60,8,1088,2,270000,12
TA,318,60,8,1088,2,270000,12
WD,318,60,8,1088,2,270000,12
Normal,318,60,8,1088,2,270000,12
BuiltIn,550,60,7,912,2,263000,11
TA,550,60,7,912,2,263000,11
WD,550,60,7,912,2,263000,11
Normal,550,60,7,912,2,263000,11
NA,454,60,8,786,2,210000,6
Attchd,454,60,8,786,2,210000,6
TA,454,60,8,786,2,210000,6
WD,454,60,8,786,2,210000,6
Normal,454,60,8,786,2,210000,6
36,241,20,8,1566,2,262500,4
GLQ,241,20,8,1566,2,262500,4
TA,241,20,8,1566,2,262500,4
Gd,241,20,8,1566,2,262500,4
Ex,241,20,8,1566,2,262500,4
Typ,241,20,8,1566,2,262500,4
NA,241,20,8,1566,2,262500,4
Attchd,241,20,8,1566,2,262500,4
TA,241,20,8,1566,2,262500,4
WD,241,20,8,1566,2,262500,4
Normal,241,20,8,1566,2,262500,4
768,106,60,8,1053,2,250000,8
Unf,106,60,8,1053,2,250000,8
TA,106,60,8,1053,2,250000,8
Ex,106,60,8,1053,2,250000,8
Ex,106,60,8,1053,2,250000,8
Typ,106,60,8,1053,2,250000,8
Gd,106,60,8,1053,2,250000,8
Attchd,106,60,8,1053,2,250000,8
TA,106,60,8,1053,2,250000,8
WD,106,60,8,1053,2,250000,8
Normal,106,60,8,1053,2,250000,8
RL,32500,2010,256,52306,63,7446932,254
Corner,4923,380,45,8259,9,1268750,41
AllPub,4923,380,45,8259,9,1268750,41
IR1,1074,60,6,698,1,159500,7
HdBoard,1074,60,6,698,1,159500,7
TA,1074,60,6,698,1,159500,7
140,1074,60,6,698,1,159500,7
BLQ,1074,60,6,698,1,159500,7
TA,1074,60,6,698,1,159500,7
TA,1074,60,6,698,1,159500,7
TA,1074,60,6,698,1,159500,7
Typ,1074,60,6,698,1,159500,7
NA,1074,60,6,698,1,159500,7
Attchd,1074,60,6,698,1,159500,7
TA,1074,60,6,698,1,159500,7
WD,1074,60,6,698,1,159500,7
Normal,1074,60,6,698,1,159500,7
Reg,3849,320,39,7561,8,1109250,34
HdBoard,1316,40,10,1934,2,261200,8
TA,1316,40,10,1934,2,261200,8
0,1316,40,10,1934,2,261200,8
ALQ,1082,20,5,1040,1,133000,6
TA,1082,20,5,1040,1,133000,6
TA,1082,20,5,1040,1,133000,6
Fa,1082,20,5,1040,1,133000,6
Typ,1082,20,5,1040,1,133000,6
NA,1082,20,5,1040,1,133000,6
Attchd,1082,20,5,1040,1,133000,6
TA,1082,20,5,1040,1,133000,6
WD,1082,20,5,1040,1,133000,6
Normal,1082,20,5,1040,1,133000,6
LwQ,234,20,5,894,1,128200,2
Gd,234,20,5,894,1,128200,2
TA,234,20,5,894,1,128200,2
TA,234,20,5,894,1,128200,2
Typ,234,20,5,894,1,128200,2
NA,234,20,5,894,1,128200,2
Attchd,234,20,5,894,1,128200,2
TA,234,20,5,894,1,128200,2
WD,234,20,5,894,1,128200,2
Normal,234,20,5,894,1,128200,2
MetalSd,916,60,16,3893,3,453750,16
Gd,783,40,11,2566,2,303000,9
0,660,20,5,1486,1,167000,3
BLQ,660,20,5,1486,1,167000,3
TA,660,20,5,1486,1,167000,3
TA,660,20,5,1486,1,167000,3
Ex,660,20,5,1486,1,167000,3
Typ,660,20,5,1486,1,167000,3
NA,660,20,5,1486,1,167000,3
Detchd,660,20,5,1486,1,167000,3
TA,660,20,5,1486,1,167000,3
WD,660,20,5,1486,1,167000,3
Normal,660,20,5,1486,1,167000,3
135,123,20,6,1080,1,136000,6
BLQ,123,20,6,1080,1,136000,6
TA,123,20,6,1080,1,136000,6
TA,123,20,6,1080,1,136000,6
Gd,123,20,6,1080,1,136000,6
Typ,123,20,6,1080,1,136000,6
NA,123,20,6,1080,1,136000,6
Attchd,123,20,6,1080,1,136000,6
TA,123,20,6,1080,1,136000,6
WD,123,20,6,1080,1,136000,6
Normal,123,20,6,1080,1,136000,6
TA,133,20,5,1327,1,150750,7
0,133,20,5,1327,1,150750,7
Rec,133,20,5,1327,1,150750,7
TA,133,20,5,1327,1,150750,7
TA,133,20,5,1327,1,150750,7
Gd,133,20,5,1327,1,150750,7
Typ,133,20,5,1327,1,150750,7
NA,133,20,5,1327,1,150750,7
Detchd,133,20,5,1327,1,150750,7
TA,133,20,5,1327,1,150750,7
WD,133,20,5,1327,1,150750,7
Normal,133,20,5,1327,1,150750,7
Plywood,244,160,6,626,1,120000,4
TA,244,160,6,626,1,120000,4
0,244,160,6,626,1,120000,4
Unf,244,160,6,626,1,120000,4
TA,244,160,6,626,1,120000,4
Gd,244,160,6,626,1,120000,4
TA,244,160,6,626,1,120000,4
Typ,244,160,6,626,1,120000,4
TA,244,160,6,626,1,120000,4
Attchd,244,160,6,626,1,120000,4
TA,244,160,6,626,1,120000,4
WD,244,160,6,626,1,120000,4
Normal,244,160,6,626,1,120000,4
VinylSd,1373,60,7,1108,2,274300,6
TA,1373,60,7,1108,2,274300,6
0,1373,60,7,1108,2,274300,6
GLQ,1373,60,7,1108,2,274300,6
TA,1373,60,7,1108,2,274300,6
Gd,1373,60,7,1108,2,274300,6
Ex,1373,60,7,1108,2,274300,6
Typ,1373,60,7,1108,2,274300,6
TA,1373,60,7,1108,2,274300,6
Detchd,1373,60,7,1108,2,274300,6
TA,1373,60,7,1108,2,274300,6
WD,1373,60,7,1108,2,274300,6
Normal,1373,60,7,1108,2,274300,6
Inside,27577,1630,211,44047,54,6178182,213
AllPub,27577,1630,211,44047,54,6178182,213
IR1,3270,150,30,5216,8,878632,29
VinylSd,3270,150,30,5216,8,878632,29
TA,3270,150,30,5216,8,878632,29
0,768,50,6,983,2,160000,7
ALQ,768,50,6,983,2,160000,7
TA,768,50,6,983,2,160000,7
Gd,768,50,6,983,2,160000,7
Ex,768,50,6,983,2,160000,7
Mod,768,50,6,983,2,160000,7
NA,768,50,6,983,2,160000,7
Attchd,768,50,6,983,2,160000,7
TA,768,50,6,983,2,160000,7
WD,768,50,6,983,2,160000,7
Normal,768,50,6,983,2,160000,7
53,1003,20,8,1574,2,232000,7
GLQ,1003,20,8,1574,2,232000,7
TA,1003,20,8,1574,2,232000,7
Gd,1003,20,8,1574,2,232000,7
Ex,1003,20,8,1574,2,232000,7
Typ,1003,20,8,1574,2,232000,7
Gd,1003,20,8,1574,2,232000,7
Attchd,1003,20,8,1574,2,232000,7
TA,1003,20,8,1574,2,232000,7
WD,1003,20,8,1574,2,232000,7
Normal,1003,20,8,1574,2,232000,7
202,733,60,7,1153,2,222500,7
ALQ,733,60,7,1153,2,222500,7
TA,733,60,7,1153,2,222500,7
Gd,733,60,7,1153,2,222500,7
Ex,733,60,7,1153,2,222500,7
Typ,733,60,7,1153,2,222500,7
TA,733,60,7,1153,2,222500,7
Attchd,733,60,7,1153,2,222500,7
TA,733,60,7,1153,2,222500,7
WD,733,60,7,1153,2,222500,7
Normal,733,60,7,1153,2,222500,7
284,766,20,9,1506,2,264132,8
Unf,766,20,9,1506,2,264132,8
TA,766,20,9,1506,2,264132,8
Gd,766,20,9,1506,2,264132,8
Ex,766,20,9,1506,2,264132,8
Typ,766,20,9,1506,2,264132,8
Gd,766,20,9,1506,2,264132,8
Attchd,766,20,9,1506,2,264132,8
TA,766,20,9,1506,2,264132,8
New,766,20,9,1506,2,264132,8
Partial,766,20,9,1506,2,264132,8
